artista,track,playcount,listeners
Residente,Interludio Haruna Fati,17307,5861
Residente,Interludio Entre Montañas Siberianas,13928,5670
Residente,Ron En El Piso,31323,5555
Residente,Quiero Ser Baladista,18890,4748
Residente,Yo No Sé Pero Sé,18888,4630
Residente,Pólvora de Ayer,25631,4510
Residente,El Malestar En La Cultura,14355,4470
Residente,Valentina,8026,4362
Residente,Yo Te Quiero a Ti,17887,4333
Residente,El Encuentro,17617,3989
Residente,Estilo Libre,17748,3929
Residente,Cerebro,12360,3895
Residente,Bajo y Batería,14942,3533
Residente,La Sombra (feat. Bombino),10360,3377
Residente,Bajo los Escombros,10724,3264
Residente,El Futuro Es Nuestro,10335,3141
Residente,Querido Louis (feat. Trooko),12999,3132
Residente,Jerga Platanera,8415,3089
Residente,El Futuro Es Nuestro (feat. Goran Bregovic),9538,3037
Residente,En Talla,9146,2669
Residente,La Sombra,7771,2649
Residente,Cosquillita,7585,2040
Residente,Artificial Inteligente,5093,2010
Residente,Leoni,6164,1941
Residente,Latinoamérica - Edición Cuarentena,5760,1932
